gene,a375_lfq_average,a375_log_lfq,fm55_lfq,fm55_log_lfq,citation,citation_source
CYB561D2,37845.333333333336,4.689163774022078,33465.666666666664,5.602916877033345,PMC9854651,pmcid
CYB5B,29054.333333333332,3.2447964787476224,32603.5,5.227976637945553,PMC9854651,pmcid
CYB5R2,16257.1,5.434893439160517,13911.633333333333,4.799109553665229,PMC9854651,pmcid
CYB5R3,318651.6666666667,5.201765708466025,203593.33333333334,4.785683297024185,PMC9854651,pmcid
CYCS,329796.6666666667,4.693992074800077,273610.0,4.740894046035319,PMC9854651,pmcid
CYFIP1,349796.6666666667,5.543815666620158,309590.0,5.4907869241847616,PMC9854651,pmcid
CYFIP2,30576.149999999998,4.933162373456025,36893.333333333336,5.045297546383158,PMC9854651,pmcid
CYP20A1,14430.516666666668,4.819412311209325,6745.95,4.451636273606776,PMC9854651,pmcid
CYP51A1,72178.0,5.020921056638217,66444.16666666667,5.486916691973875,PMC9854651,pmcid
CYTH2,104073.5,4.610410833466557,68976.66666666667,4.518445938953742,PMC9854651,pmcid
DAK,370935.0,2.967462169623087,331538.3333333333,5.956043504804555,PMC9854651,pmcid
DAP,16950.0,5.490056852145928,41033.833333333336,5.413104091862621,PMC9854651,pmcid
DAP3,58705.166666666664,4.546015926625322,35581.166666666664,5.912063441866692,PMC9854651,pmcid
DAPK3,6530.416666666667,5.965548966368022,8013.733333333334,5.518553419399928,PMC9854651,pmcid
DARS,644385.0,5.45058778752556,695548.3333333334,5.22977566913504,PMC9854651,pmcid
DARS2,284386.6666666667,6.009681013730456,253676.66666666666,4.874990805460671,PMC9854651,pmcid
DAXX,27542.0,5.595347389841336,26667.5,5.6090747946979285,PMC9854651,pmcid
DAZAP1,339356.6666666667,5.278212300455029,306208.3333333333,5.2944588776310315,PMC9854651,pmcid
DBI,45091.666666666664,4.949824084124232,92637.83333333333,5.039818479157828,PMC9854651,pmcid
DBN1,159458.33333333334,5.668211915521583,184455.0,5.295409479272423,PMC9854651,pmcid
DBNL,263303.5,5.137162708076417,236849.08333333334,5.0302977981081485,PMC9854651,pmcid
DBR1,88239.0,5.3668181565653965,73722.5,5.461213305461135,PMC9854651,pmcid
DBT,51589.0,5.094830853568111,26530.166666666668,4.9162652746155295,PMC9854651,pmcid
DCAF16,14088.333333333334,5.382161182795874,32414.666666666668,5.498220928220538,PMC9854651,pmcid
DCAF6,25577.333333333332,5.489895228049831,9575.166666666666,5.208701067134636,PMC9854651,pmcid
DCAF7,34851.166666666664,4.810247083871212,51197.666666666664,4.894728557275135,PMC9854651,pmcid
DCAF8,40818.833333333336,5.551195771844967,45521.68333333333,5.722278719642848,PMC9854651,pmcid
DCBLD2,69350.0,5.2512568795804,21971.666666666668,5.204201405238153,PMC9854651,pmcid
DCK,124765.0,5.0128990615881,111113.33333333333,4.946801754337752,PMC9854651,pmcid
DCP1A,80581.16666666667,4.906233550880947,88759.5,4.948214847099261,PMC9854651,pmcid
DCPS,451445.0,5.707188226439795,432166.6666666667,5.086537783753207,PMC9854651,pmcid
DCTD,286886.6666666667,5.543196513419315,256443.33333333334,4.355505795562929,PMC9854651,pmcid
DCTN1,348703.3333333333,4.935780083648309,284236.6666666667,5.43653897854718,PMC9854651,pmcid
DCTN2,156788.33333333334,5.0688782010805165,157395.0,5.003377945114927,PMC9854651,pmcid
DCTN4,86242.83333333333,4.252016795870304,129405.0,5.197790382440728,PMC9854651,pmcid
DCTN5,33868.333333333336,5.388829153898841,30896.5,5.2068528500066975,PMC9854651,pmcid
DCTN6,8371.0,4.803323938904126,46955.166666666664,5.5320767247711675,PMC9854651,pmcid
DCUN1D1,107974.16666666667,5.389718203112499,104200.83333333333,5.084765086475865,PMC9854651,pmcid
DCUN1D5,164498.33333333334,5.3127695570523,130090.0,4.499052127269079,PMC9854651,pmcid
DCXR,42673.833333333336,5.649990025603965,54250.666666666664,5.309860736449538,PMC9854651,pmcid
DDA1,132513.5,5.063226993202137,137127.83333333334,5.529143639076338,PMC9854651,pmcid
DDAH1,128365.5,4.705957742247596,68173.0,5.628749840555992,PMC9854651,pmcid
DDAH2,102102.83333333333,5.22205282007005,76304.66666666667,5.825700845998009,PMC9854651,pmcid
DDB1,346173.3333333333,5.539293609951167,339265.0,5.5305390583161955,PMC9854651,pmcid
DDB2,109309.83333333333,5.038659232126402,71791.83333333333,4.856075043963881,PMC9854651,pmcid
DDI2,132656.66666666666,5.595034860463221,170300.0,5.164541207518319,PMC9854651,pmcid
DDOST,155723.5,5.484095696700528,142188.33333333334,4.156773610037307,PMC9854651,pmcid
DDT;DDTL,294027.8333333333,5.844896356467498,295361.6666666667,5.521667547771754,PMC9854651,pmcid
DDX1,286651.6666666667,4.890688295004486,322368.3333333333,5.942428081454279,PMC9854651,pmcid
DDX17,400261.6666666667,5.269804710760233,439118.3333333333,5.047540945406833,PMC9854651,pmcid
DDX18,156150.0,5.9382895081070455,131896.66666666666,3.948119424380536,PMC9854651,pmcid
DDX19A,368636.6666666667,5.155060086769065,312688.3333333333,4.549718318372982,PMC9854651,pmcid
DDX19B,52590.0,4.280616304986776,44088.0,4.575376460254542,PMC9854651,pmcid
DDX20,116976.66666666667,4.55385653953398,111459.33333333333,5.084278305722365,PMC9854651,pmcid
DDX21,171933.33333333334,4.359071476531084,172561.66666666666,4.565957951859151,PMC9854651,pmcid
DDX23,57631.5,5.1422747237938715,43357.0,4.073250819908521,PMC9854651,pmcid
DDX39A,746503.3333333334,4.763063432579989,707098.3333333334,4.782090238509267,PMC9854651,pmcid
DDX39B,237110.0,4.320727726644173,363001.6666666667,4.980688001322495,PMC9854651,pmcid
DDX3X;DDX3Y,1027726.6666666666,4.747305616766777,878143.3333333334,4.832104756330219,PMC9854651,pmcid
DDX41,38531.5,5.006847397832367,31928.833333333332,3.7042077323700715,PMC9854651,pmcid
DDX42,137193.33333333334,3.5844066161708454,110828.33333333333,4.751189258361479,PMC9854651,pmcid
DDX46,314016.6666666667,4.578012334759932,287721.6666666667,4.524599480968706,PMC9854651,pmcid
DDX47,55152.0,4.463210914778189,40747.166666666664,4.51326422427333,PMC9854651,pmcid
DDX49,35305.833333333336,4.211043077154494,37846.833333333336,4.14337812251618,PMC9854651,pmcid
DDX5,717011.6666666666,5.503316194343403,746723.3333333334,5.3087635529184105,PMC9854651,pmcid
DDX54,29560.666666666668,5.518246261813082,18558.833333333332,5.43713196609433,PMC9854651,pmcid
DDX56,35248.666666666664,4.485382800271262,24607.666666666668,4.5669478957492515,PMC9854651,pmcid
DDX59,86055.83333333333,4.159281880744593,99601.0,3.829043117937593,PMC9854651,pmcid
DDX6,614560.0,5.788564289821101,672523.3333333334,5.827707356870901,PMC9854651,pmcid
DECR1,127140.0,4.858404843905288,123676.66666666667,4.822456858932909,PMC9854651,pmcid
DECR2,16544.7,5.017340160164942,11551.75,4.8387022030314935,PMC9854651,pmcid
DEGS1,72472.88166666667,5.5692978136190465,93763.0,5.520533749913227,PMC9854651,pmcid
DEK,311976.6666666667,4.229169702539101,349650.0,4.6131420901511655,PMC9854651,pmcid
DENND4C,63520.333333333336,4.768676325371617,38999.0,4.551220184011784,PMC9854651,pmcid
DENND5B,38399.666666666664,3.814940891881681,13134.199999999999,3.903834886663101,PMC9854651,pmcid
DENR,400253.3333333333,5.80914542235387,330945.0,5.8423273143001975,PMC9854651,pmcid
DERA,156531.66666666666,5.45390923084523,199788.33333333334,5.404280522389483,PMC9854651,pmcid
DERL1,65445.0,4.439995473953808,61228.0,4.425982303762787,PMC9854651,pmcid
DFFA,126715.83333333333,5.530656385332722,136131.66666666666,5.4860170056680415,PMC9854651,pmcid
DFFB,12988.283333333333,4.654096287884957,15046.883333333333,4.966788388974236,PMC9854651,pmcid
DFNA5,87231.33333333333,5.202647220512893,70371.83333333333,5.265890432091846,PMC9854651,pmcid
DGKA,107917.0,4.94566057766261,77853.5,4.867600054135145,PMC9854651,pmcid
DGUOK,4678.05,4.712557109600561,1487.7333333333333,4.423739978296927,PMC9854651,pmcid
DHCR24,34003.666666666664,4.148859618592008,9637.633333333333,4.510741559933319,PMC9854651,pmcid
DHCR7,63656.166666666664,4.407855263403446,30295.666666666668,3.981146342095877,PMC9854651,pmcid
DHFR,504426.6666666667,4.542217320982515,234500.0,4.709250168458594,PMC9854651,pmcid
DHODH,27497.5,4.610860587735851,13827.0,4.6582183133356265,PMC9854651,pmcid
DHPS,72600.83333333333,4.8410464654093035,77295.0,4.341863001694423,PMC9854651,pmcid
DHRS1,9803.800000000001,5.096092770933597,23187.666666666668,5.045766176363456,PMC9854651,pmcid
DHRS11,54220.0,5.654604847337265,66315.16666666667,5.6356512663857075,PMC9854651,pmcid
DHRS4,40494.833333333336,5.457710364461922,25691.166666666668,5.40899141334843,PMC9854651,pmcid
DHTKD1,53535.5,5.542456098914129,58575.333333333336,5.453680101402319,PMC9854651,pmcid
DHX15,746808.3333333334,5.195313743568695,749893.3333333334,5.196990931918218,PMC9854651,pmcid
DHX16,110611.5,4.935723015941214,103378.5,5.111951057093561,PMC9854651,pmcid
DHX29,57351.833333333336,4.529793825462287,51597.0,4.489909284707066,PMC9854651,pmcid
DHX30,45254.333333333336,3.9227773419287977,53735.5,4.671683386407635,PMC9854651,pmcid
DHX36,131391.66666666666,5.118567821574987,107165.0,5.030052968297047,PMC9854651,pmcid
DHX38,111394.5,5.03331986089305,92402.16666666667,5.017871192194034,PMC9854651,pmcid
DHX40,29302.8,5.216161502116976,24547.333333333332,5.114243913688907,PMC9854651,pmcid
DHX57,32041.0,4.630161656703665,31259.333333333332,4.7344050794399335,PMC9854651,pmcid
DHX8,29351.333333333332,5.122260124890533,28635.0,5.137125614061854,PMC9854651,pmcid
DHX9,1439033.3333333333,5.1084483167787,1479283.3333333333,4.833612405847923,PMC9854651,pmcid
DIABLO,46762.0,5.00903779383969,55708.0,4.882551099496243,PMC9854651,pmcid
DIAPH1,490423.3333333333,5.122729080355236,405123.3333333333,5.231214647962601,PMC9854651,pmcid
DIAPH2,47247.833333333336,5.192354156243175,49341.666666666664,5.152863963645393,PMC9854651,pmcid
DIDO1,75052.5,5.468388443646611,57238.5,5.4703541299894205,PMC9854651,pmcid
DIEXF,70174.66666666667,5.45735447121808,42156.683333333334,5.508352373908356,PMC9854651,pmcid
DIMT1,42667.5,5.602343999417353,43699.0,5.642581569418872,PMC9854651,pmcid
DIP2B,93212.0,5.193541988566217,78648.16666666667,5.120233820060652,PMC9854651,pmcid
DIS3,215826.66666666666,5.566598530392076,266448.3333333333,5.495111677650106,PMC9854651,pmcid
DIS3L2,27552.666666666668,4.7209031708134575,28871.5,4.644320398017414,PMC9854651,pmcid
DKC1,1292.2333333333333,3.111340939533447,1411.75,3.1497577964089167,PMC9854651,pmcid
DLD,270856.6666666667,5.068099241673408,228256.66666666666,5.047116441102018,PMC9854651,pmcid
DLG1,101406.33333333333,5.235360083082257,87456.16666666667,5.236944326697183,PMC9854651,pmcid
DLGAP4,27007.833333333332,4.760659923298953,31891.5,4.637059224440851,PMC9854651,pmcid
DLGAP5,30060.0,5.873031751304234,10650.583333333334,5.849479813591052,PMC9854651,pmcid
DLST,143122.5,5.374949870524949,107176.83333333333,5.5599086190374205,PMC9854651,pmcid
DNAAF5,156571.66666666666,6.011877625415466,120660.0,5.943565408611381,PMC9854651,pmcid
DNAJA1,644538.3333333334,4.585815916073542,646623.3333333334,4.504183049884502,PMC9854651,pmcid
DNAJA2,246806.66666666666,5.137333008113512,241761.66666666666,5.044650802245251,PMC9854651,pmcid
DNAJA3,98078.33333333333,5.496952699185553,112485.16666666667,5.458972567345557,PMC9854651,pmcid
DNAJB1,459440.0,4.741561266063872,411070.0,4.610097415681831,PMC9854651,pmcid
DNAJB11,121743.16666666667,4.547846466724356,127038.33333333333,4.578029547683056,PMC9854651,pmcid
DNAJB12,19968.55,5.855526222233677,5665.416666666667,5.873159722212928,PMC9854651,pmcid
DNAJB4,93850.66666666667,4.470714224255595,69073.25,4.268550671623098,PMC9854651,pmcid
DNAJB6,88959.66666666667,4.547142693802284,100021.83333333333,4.391070435245533,PMC9854651,pmcid
DNAJC10,138115.0,4.934780314508001,145595.0,4.998263698788174,PMC9854651,pmcid
DNAJC13,148351.66666666666,5.104282207094438,119277.83333333333,5.092287771627764,PMC9854651,pmcid
DNAJC17,50977.666666666664,4.21865889663786,59671.5,4.06264778143788,PMC9854651,pmcid
DNAJC2,103665.16666666667,4.8601755300784655,105510.16666666667,4.972031494392896,PMC9854651,pmcid
DNAJC21,55937.5,5.494122113515703,53390.5,5.543633532576258,PMC9854651,pmcid
DNAJC3,128350.0,4.802912768456311,158128.33333333334,4.591053471127784,PMC9854651,pmcid
DNAJC5,11505.4,4.58432745443379,13758.833333333334,4.118403625187075,PMC9854651,pmcid
DNAJC6,73902.0,5.602334957436422,63439.666666666664,5.519755824043914,PMC9854651,pmcid
DNAJC7,388455.0,5.19460220940582,331693.3333333333,5.300570123945569,PMC9854651,pmcid
DNAJC8,164211.66666666666,4.815876472042501,156558.33333333334,4.786950073527684,PMC9854651,pmcid
DNAJC9,207535.0,5.102830884020577,159340.0,5.133959161639132,PMC9854651,pmcid
DNM1,144906.66666666666,4.1135517539885385,129560.0,4.177446553663659,PMC9854651,pmcid
DNM1L,215157.66666666666,5.211771864408524,190824.58333333334,5.174238079785538,PMC9854651,pmcid
DNM2,259534.5,5.286084443101679,250678.25,5.287767443481918,PMC9854651,pmcid
DNMBP,125312.66666666667,4.940672510729683,81226.16666666667,4.847398865453694,PMC9854651,pmcid
DNMT1,180826.66666666666,5.033089863817711,126296.33333333333,4.891278141586461,PMC9854651,pmcid
DNPEP,74225.5,3.6700648593303486,54567.0,3.1725250936826503,PMC9854651,pmcid
DNPH1,158238.33333333334,4.531525750196404,154878.33333333334,3.9839703994149525,PMC9854651,pmcid
DNTTIP1,12149.5,4.8038404821385905,11283.883333333333,4.481380513738605,PMC9854651,pmcid
DOCK1,52284.5,5.70279803761567,62512.166666666664,5.370142847051102,PMC9854651,pmcid
DOCK4,285306.6666666667,4.439293210719012,233911.66666666666,4.140727962844183,PMC9854651,pmcid
DOCK5,135623.83333333334,4.8609416056861985,115731.5,4.888151401516756,PMC9854651,pmcid
DOCK7,178290.0,3.991394442953118,170913.33333333334,4.365257048561429,PMC9854651,pmcid
DOLPP1,20585.333333333332,4.7341595132444665,4944.466666666666,4.821612865454019,PMC9854651,pmcid
DPCD,47948.166666666664,4.607399615857585,51993.166666666664,4.409783826547038,PMC9854651,pmcid
DPF2,68727.0,4.7286418631657625,55249.333333333336,4.767714768705883,PMC9854651,pmcid
DPH1,43547.833333333336,5.873209155421243,56420.0,5.874999492672696,PMC9854651,pmcid
DPH2,86439.33333333333,5.043800281823164,75496.33333333333,5.0144302263570255,PMC9854651,pmcid
DPH5,25790.333333333332,4.758547305303094,33212.666666666664,4.712624451214,PMC9854651,pmcid
DPH6,67150.83333333333,4.6556601714450725,39239.51666666667,4.730261294270627,PMC9854651,pmcid
DPM1,223291.66666666666,5.046863748480282,186968.33333333334,4.965682154773628,PMC9854651,pmcid
DPM3,107702.66666666667,4.466909120915525,14161.9,4.390004320022268,PMC9854651,pmcid
DPP3,370636.6666666667,4.505706061959787,318100.0,4.494979711599291,PMC9854651,pmcid
DPP7,34576.833333333336,4.467627834583859,56821.333333333336,4.456897187449348,PMC9854651,pmcid
DPP8,30792.533333333336,6.158070853919277,26823.333333333332,6.170051364205346,PMC9854651,pmcid
DPP9,152965.0,4.669893077562276,157356.66666666666,4.74591756692192,PMC9854651,pmcid
DPYD,33542.333333333336,5.690571124839969,73486.66666666667,5.607587257367942,PMC9854651,pmcid
DPYSL2,666938.3333333334,4.674381897650521,602050.0,4.693213815034375,PMC9854651,pmcid
DPYSL3,1378350.0,4.875365163176513,700626.6666666666,4.7576882440559665,PMC9854651,pmcid
DPYSL5,51640.333333333336,4.846180358389895,53804.666666666664,4.62486643553722,PMC9854651,pmcid
DR1,50066.666666666664,4.630097197159472,97329.0,4.640471498767881,PMC9854651,pmcid
DRAP1,134016.66666666666,4.969471826498887,140926.66666666666,4.8956886034268186,PMC9854651,pmcid
DRG1,213188.33333333334,5.3341051033250775,231401.66666666666,5.425613008020727,PMC9854651,pmcid
DRG2,193358.33333333334,4.440163638126923,186136.66666666666,4.4604693479541515,PMC9854651,pmcid
DSCR3,51189.166666666664,5.43273952945955,37457.333333333336,5.3584234707814264,PMC9854651,pmcid
DST,60381.166666666664,5.006065079709592,14998.333333333334,4.941790437655549,PMC9854651,pmcid
DSTN,872703.3333333334,4.431489744901241,1200950.0,4.503674946536861,PMC9854651,pmcid
DTD1,159295.0,4.47798897625089,181196.66666666666,4.027373394770997,PMC9854651,pmcid
DTNBP1,59731.166666666664,4.776200997451698,52065.833333333336,4.716552823829983,PMC9854651,pmcid
DTX3L,49174.333333333336,5.155707913687895,40930.166666666664,5.030100921151556,PMC9854651,pmcid
DTYMK,168785.0,5.194713174557074,145643.33333333334,5.081563320980385,PMC9854651,pmcid
DUS2,276548.3333333333,5.809248751728318,141641.66666666666,5.810651372027896,PMC9854651,pmcid
DUS3L,87464.5,5.392356886550192,72064.33333333333,5.383387440962693,PMC9854651,pmcid
DUSP12,152838.33333333334,4.991573077175497,130836.66666666667,5.051095256140276,PMC9854651,pmcid
DUSP23,42229.0,5.66222880327311,29234.166666666668,5.6139157830078625,PMC9854651,pmcid
DUSP3,124303.83333333333,5.085444594016079,109796.5,5.103934787437519,PMC9854651,pmcid
DUSP4,385603.5,4.300346530075421,122684.83333333333,3.753231855837492,PMC9854651,pmcid
DUT,444932.25,5.063188177615907,365849.75,5.252616909022484,PMC9854651,pmcid
DVL2;DVL3,33065.5,4.9724373619720295,20823.333333333332,4.839309890693567,PMC9854651,pmcid
DYM,19059.333333333332,4.949193146932468,8502.316666666668,5.0000948106121,PMC9854651,pmcid
DYNC1H1,544885.0,5.140240847756518,528451.6666666666,5.1631464607620785,PMC9854651,pmcid
DYNC1I2,169578.33333333334,5.171292429790512,145373.33333333334,5.07655974161258,PMC9854651,pmcid
DYNC1LI1,175295.0,4.707379953201075,156711.66666666666,4.775766955114668,PMC9854651,pmcid
DYNC1LI2,75051.33333333333,5.015632850257954,54319.5,5.023294309060266,PMC9854651,pmcid
DYNC2H1,417950.0,4.747703052659987,347196.6666666667,4.727463988028243,PMC9854651,pmcid
DYNLL1,314698.3333333333,5.497894442862209,316078.3333333333,5.49979472666439,PMC9854651,pmcid
DYNLL2,29810.0,5.108395873007463,25173.0,5.19900969351129,PMC9854651,pmcid
DYNLRB1;DYNLRB2,123941.83333333333,4.060901722072282,174136.66666666666,4.13858160988957,PMC9854651,pmcid
DYNLT1,63786.0,4.868656191807687,24743.0,4.80236089238635,PMC9854651,pmcid
DYNLT3,39022.833333333336,5.589340715843184,,,PMC9854651,pmcid
EARS2,70948.16666666667,5.215404008989044,86912.66666666667,5.5207367427716925,PMC9854651,pmcid
EBAG9,28283.0,5.31709134936164,18082.666666666668,5.194676189323493,PMC9854651,pmcid
EBI3,,,38533.333333333336,5.2023248128295485,PMC9854651,pmcid
EBP,127380.16666666667,5.161088366354153,56304.5,5.112470939338139,PMC9854651,pmcid
ECE1,28698.333333333332,5.097994971915163,37066.11666666667,4.909695957914919,PMC9854651,pmcid
ECH1,758751.6666666666,5.257262476649291,821095.0,5.101390742192577,PMC9854651,pmcid
ECHDC1,98383.33333333333,4.87055313178522,61385.333333333336,4.736930077674291,PMC9854651,pmcid
ECHS1,468065.0,5.199311700011772,451648.3333333333,5.189990666487878,PMC9854651,pmcid
ECI1,251541.0,4.084558405365679,140220.66666666666,4.052458587235944,PMC9854651,pmcid
ECI2,111429.5,4.718372959188999,89407.5,4.795964551775468,PMC9854651,pmcid
ECM29,284126.6666666667,5.455311919791388,246416.66666666666,5.369051883385029,PMC9854651,pmcid
EDC3,147181.66666666666,5.16785371651392,147666.33333333334,5.169281491153583,PMC9854651,pmcid
EDC4,282715.0,5.132336015310026,290065.0,5.063451582065409,PMC9854651,pmcid
EDEM3,53514.666666666664,5.251126984977872,54076.5,5.232775944331138,PMC9854651,pmcid
EDF1,185801.66666666666,4.3135579038161485,153180.0,3.6941194534225326,PMC9854651,pmcid
EDRF1,19553.45,4.680772006255968,27549.5,4.715946269135405,PMC9854651,pmcid
EEA1,173238.33333333334,4.837127386948761,133730.0,4.7423270419697925,PMC9854651,pmcid
EED,38643.38333333333,4.6389665521155425,34974.333333333336,4.751433081819347,PMC9854651,pmcid
EEF1A1;EEF1A1P5,12046833.333333334,4.936711408711306,12236833.333333334,4.8779258595527715,PMC9854651,pmcid
EEF1A2,128046.16666666667,4.411456955317146,141159.33333333334,4.521303746785501,PMC9854651,pmcid
EEF1B2,775453.3333333334,4.827051406577669,1002441.6666666666,4.593723649312081,PMC9854651,pmcid
EEF1D,557388.6111111111,5.1105399466536605,633980.0,5.073255457734217,PMC9854651,pmcid
EEF1E1,306813.3333333333,5.348872515332006,311305.0,5.271768056679997,PMC9854651,pmcid
EEF1G,3543516.6666666665,5.032226456355373,3869550.0,4.151121523421567,PMC9854651,pmcid
EEF2,3151700.0,5.5689483813706255,3257250.0,5.502563669107364,PMC9854651,pmcid
EEF2K,51866.333333333336,4.5387852165598455,26889.0,4.754511420385073,PMC9854651,pmcid
EEFSEC,58979.0,4.488445420225979,44609.166666666664,4.428512746607292,PMC9854651,pmcid
EFHD2,524471.6666666666,5.1845920710415925,384100.0,5.196885147218818,PMC9854651,pmcid
EFTUD1,141311.66666666666,4.525593270510494,139895.0,4.866208548357944,PMC9854651,pmcid
EFTUD2,269865.0,5.824085679896831,223493.33333333334,5.779632560730201,PMC9854651,pmcid
EGLN1,92105.0,6.139359510581916,99127.16666666667,5.845486663049879,PMC9854651,pmcid
EHBP1,78426.66666666667,4.712989036932107,68840.66666666667,4.730819945177318,PMC9854651,pmcid
EHBP1L1,113939.0,4.699548677948487,97603.66666666667,4.988242261270036,PMC9854651,pmcid
EHD1,332533.3333333333,5.127158811732442,356250.0,5.148993179698409,PMC9854651,pmcid
EHD2,157155.0,5.328763434371459,85493.0,5.364366482625799,PMC9854651,pmcid
EHD3,106583.0,5.286362893981845,67153.16666666667,5.269831932305779,PMC9854651,pmcid
EHD4,423525.0,4.70917805951676,292976.6666666667,4.573536855798378,PMC9854651,pmcid
EIF1,391400.0,4.7809015000749655,350341.6666666667,4.176043001432219,PMC9854651,pmcid
EIF1AD,20319.333333333332,5.940866634779038,21778.166666666668,6.079524926490232,PMC9854651,pmcid
EIF1AX;EIF1AY,733136.6666666666,5.202202144247531,687343.3333333334,5.258150204038429,PMC9854651,pmcid
EIF2A,398340.0,4.691738480810648,415253.3333333333,4.612043513085687,PMC9854651,pmcid
EIF2AK2,181291.66666666666,5.227333848055693,165368.33333333334,5.163290610056652,PMC9854651,pmcid
EIF2AK4,120215.83333333333,5.441771045461783,111273.0,5.151191028364794,PMC9854651,pmcid
EIF2B1,557403.3333333334,4.941831817793806,508718.3333333333,4.857720373331537,PMC9854651,pmcid
EIF2B2,167981.66666666666,5.184232293161339,139038.33333333334,5.116729471048223,PMC9854651,pmcid
EIF2B3,129473.66666666667,5.112181447303056,121990.0,5.086324231307385,PMC9854651,pmcid
EIF2B4,88545.33333333333,4.685352131612492,77402.41666666666,4.381777950432982,PMC9854651,pmcid
EIF2B5,103255.5,5.013913194043047,100957.33333333333,5.004137870684593,PMC9854651,pmcid
EIF2D,119180.33333333333,4.62561079727563,106945.66666666667,4.4658907185862855,PMC9854651,pmcid
EIF2S1,1111060.0,6.04573751255501,1266216.6666666667,6.1025080256549895,PMC9854651,pmcid
EIF2S2,262185.0,5.418607841421286,319286.6666666667,5.504180782886463,PMC9854651,pmcid
EIF2S3;EIF2S3L,804080.0,5.094484521802094,981313.3333333334,5.0405884962624015,PMC9854651,pmcid
EIF3A,568910.0,5.755043567634268,612275.0,5.786946526978269,PMC9854651,pmcid
EIF3B,710671.6666666666,5.586140967201199,684451.6666666666,5.088790877260294,PMC9854651,pmcid
EIF3C;EIF3CL,576466.6666666666,4.51937509427421,593793.3333333334,4.318550251226359,PMC9854651,pmcid
EIF3D,479358.3333333333,4.280107705603556,559261.6666666666,3.9295372761221454,PMC9854651,pmcid
EIF3E,462901.6666666667,5.736304852486795,475405.0,5.723005271946442,PMC9854651,pmcid
EIF3F,415473.3333333333,5.229370362573533,497670.0,5.162484748694126,PMC9854651,pmcid
EIF3G,405395.0,5.60787838795393,424130.0,5.627498992510787,PMC9854651,pmcid
EIF3H,509411.6666666667,5.24376952873853,486403.3333333333,5.195101329463796,PMC9854651,pmcid
EIF3I,539421.6666666666,4.875358412157777,533216.6666666666,4.734955763698065,PMC9854651,pmcid
EIF3J,223900.0,5.621124329567078,229908.33333333334,5.540575546990565,PMC9854651,pmcid
EIF3K,161585.0,4.474361976032631,210046.66666666666,4.400934975810852,PMC9854651,pmcid
EIF3L,641460.0,5.0932179158951625,628360.0,5.240890226914989,PMC9854651,pmcid
EIF3M,750753.3333333334,4.804725368533978,691186.6666666666,4.393452355133746,PMC9854651,pmcid
EIF4A1,4603566.666666667,4.591318799050284,3998466.6666666665,4.939083075212245,PMC9854651,pmcid
EIF4A2,117860.0,4.850941177568867,125873.33333333333,4.257262476649291,PMC9854651,pmcid
EIF4A3,352080.0,4.45152547352459,290655.0,4.585836579364848,PMC9854651,pmcid
EIF4B,662341.6666666666,5.1051018127892895,636465.0,4.750543106166962,PMC9854651,pmcid
EIF4E,262793.3333333333,5.419614343637856,258070.0,5.411737521817357,PMC9854651,pmcid
EIF4E2,97600.83333333333,4.457856675648477,101472.0,4.568977088360804,PMC9854651,pmcid
EIF4G1,431593.3333333333,5.880099658051474,451370.0,5.91439340753227,PMC9854651,pmcid
EIF4G2,258075.0,4.992921532837551,269165.0,4.788064618481813,PMC9854651,pmcid
EIF4G3,126990.0,5.670306167563757,136368.33333333334,5.6548004119436825,PMC9854651,pmcid
EIF4H,855951.6666666666,5.400608783119684,729826.6666666666,5.1468120275952,PMC9854651,pmcid
EIF5,437708.3333333333,5.641184815030365,489640.0,5.689876889263492,PMC9854651,pmcid
EIF5A;EIF5AL1,1839616.6666666667,5.047000181781827,1693133.3333333333,4.9513739513685575,PMC9854651,pmcid
EIF5B,291273.3333333333,5.45351199628081,310003.3333333333,5.391670078478493,PMC9854651,pmcid
EIF6,2103166.6666666665,6.322873689969051,2259350.0,6.353983513476592,PMC9854651,pmcid
ELAC2,211761.66666666666,5.451348851448161,157903.33333333334,5.462495328858217,PMC9854651,pmcid
ELAVL1,140291.66666666666,4.728472824627995,159726.66666666666,4.7330085749477036,PMC9854651,pmcid
ELF1,17897.333333333332,5.269049605356709,16430.0,5.185202065187894,PMC9854651,pmcid
ELL,7446.5,4.291223395172999,10773.333333333334,4.440113721183758,PMC9854651,pmcid
ELMO1,119693.0,5.238643996879449,142383.33333333334,5.126228844606424,PMC9854651,pmcid
ELMO2,89875.0,4.587075143071402,64149.333333333336,4.543749444896131,PMC9854651,pmcid
ELMSAN1,1231.6333333333332,7.080872901965097,413.90000000000003,7.087669044950823,PMC9854651,pmcid
ELOVL1,14617.333333333334,5.107366581473459,1750.25,5.149709598608743,PMC9854651,pmcid
ELOVL5,74579.0,5.889555667158463,38100.0,6.001059109888861,PMC9854651,pmcid
ELP2,100444.5,5.486874229029446,78942.66666666667,5.493186096124118,PMC9854651,pmcid
ELP3,130793.33333333333,6.5494344797740816,118383.33333333333,6.587660462724314,PMC9854651,pmcid
ELP5,59085.833333333336,6.498544871715604,34360.333333333336,6.512851092753929,PMC9854651,pmcid
ELP6,39311.166666666664,4.714885546829397,14198.0,4.429574651142696,PMC9854651,pmcid
EMC1,60588.833333333336,4.770697404733859,56485.166666666664,4.64942411036449,PMC9854651,pmcid
